ID(deprecated),Gender,Armor Image,File Name,link,Name,Rarity,Description,effects,Story Notes,Type,Class,main slot,Job,II,Slot 1,Slot 2
,M,,91skeleton king helmet,https://drive.google.com/uc?export=view&id=1QGzW6NSoBh2NsQBj_quaqVTU4Lk_BaE9,Skeleton King Helmet,legendary,The skull of one of the demon kings of the world. So ancient that his crown has fused with the very bone of his skull.,,,HELMET,EQUIPS,Headgear,,,,-
,M,,IMG_3759,https://drive.google.com/uc?export=view&id=1kSwl1pcovEyAwYVJHiU-kZeAb_yy482X,Shroomcap Backpack,epic,,,,BACK ACCESSORIES,EQUIPS,Back,,,,-
,F,,92skeleton queen cwol,https://drive.google.com/uc?export=view&id=1PJFOj2iQZDZm_5tg_y8Nu9xtIysgpWVO,Skeleton Queen Cowl,legendary,,,,COWL,EQUIPS,Headgear,,,,-
,F,,89abyssal shroud cwol,https://drive.google.com/uc?export=view&id=14TbSV4Ex372w0nE2bt3BBFjFkKBsmo5g,Abyssal Shroud Cowl,legendary,,,,COWL,EQUIPS,Headgear,,,,-
,M,,90abyssal shroud cwol,https://drive.google.com/uc?export=view&id=1F8GLWKZhcK_Ada_OXwut6E8-gVfs_eIu,Abyssal Shroud Cowl,legendary,,,,COWL,EQUIPS,Headgear,,,,-
,F,,94skull ghost bodyarmor,https://drive.google.com/uc?export=view&id=1DYpbL0Fd5f-TB0sbbHY0Bm6diR2Fm6-F,skull ghost bodyarmor,legendary,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,93skull ghost bodyarmor,https://drive.google.com/uc?export=view&id=1ZLWw2Xcfh0pQ3elBYjOAQyuah5F74NWU,skull ghost bodyarmor,legendary,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,92skeleton queen bodyarmor,https://drive.google.com/uc?export=view&id=1OU_KE9dAKOaAmw0ronOhDSKTfrScXjVa,skeleton queen Cloak,legendary,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,91skeleton king bodyarmor,https://drive.google.com/uc?export=view&id=1K9u2ycs3ZOVjihTozxnz3CQCZnOrrXxZ,skeleton king bodyarmor,legendary,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,89abyssal shroud bodyarmor,https://drive.google.com/uc?export=view&id=1uaQ2u2vMxPIxYbgI7wUFktzhwfAc0DsL,abyssal shroud bodyarmor,legendary,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,90abyssal shroud bodyarmor,https://drive.google.com/uc?export=view&id=1xCNHUULmBYPmsdPwdjJc2s4alMpJd6MQ,abyssal shroud bodyarmor,legendary,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,87bodyarmorHalloween,https://drive.google.com/uc?export=view&id=1G26VgNJYx1cSe6Jx32_ywlnvmHBshsjS,bodyarmorHalloween,legendary,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,88bodyarmorHalloween,https://drive.google.com/uc?export=view&id=1EasQQsE8lM5Rj4Db8bf7U4o9uPu_THgn,bodyarmorHalloween,legendary,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,86bodyarmor,https://drive.google.com/uc?export=view&id=1Zz2YUZLnBFxk-PIQ5fkxrwcQ4n2ho02g,,legendary,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,85bodyarmor,https://drive.google.com/uc?export=view&id=1okjbGXTrUFyE7HLfHEp4B2i2MPa73_du,,legendary,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,92skeleton queens houlder,https://drive.google.com/uc?export=view&id=1lSrO6V0wZnJ7IDF1ybWSwvDE9MvHIYMk,skeleton queens shoulder,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,91skeleton king shoulder,https://drive.google.com/uc?export=view&id=1wI-Z0_yAMPywY8_X9g6v5aY9176qgxWM,skeleton king shoulder,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,89abyssal shroud shoulder,https://drive.google.com/uc?export=view&id=1cSV6oRQ6gmwBn3KzlM6UXOfMAqjy8RfG,abyssal shroud shoulder,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,90abyssal shroud shoulder,https://drive.google.com/uc?export=view&id=1ZRQeEQvA8frIsjUXMSzM06cBJv1PLAp2,abyssal shroud shoulder,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,86shoulder,https://drive.google.com/uc?export=view&id=18d6Bd0rQ9X48Aujd5V1pZyCOfxXByE_d,,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,85shoulder,https://drive.google.com/uc?export=view&id=1W3ubMUlEQ3A3EGrj1d4T3jCcJKDzJ1K9,,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,92skeleton queen mask,https://drive.google.com/uc?export=view&id=1xlmvdg_7wiI7BX7BbWRuvyfpcjm9FoGu,skeleton queen mask,legendary,,,,MASK,EQUIPS,Eyewear,,,,-
,F,,89abyssal shroud blackmask,https://drive.google.com/uc?export=view&id=1zBWcEn3FPYZsYQaINt21wpfyjUly_TjN,abyssal shroud blackmask,legendary,,,,MASK,EQUIPS,Eyewear,,,,-
,F,,89abyssal shroud mask,https://drive.google.com/uc?export=view&id=1DxfOIPOHLWhp_MGj4SAaAC8lbuITncgS,,legendary,,,,MASK,EQUIPS,Eyewear,,,,-
,M,,90abyssal shroud blackmask,https://drive.google.com/uc?export=view&id=1qckA5TaL4DtPFiZzWOJEitT3AarPg6AC,abyssal shroud blackmask,legendary,,,,MASK,EQUIPS,Eyewear,,,,-
,M,,90abyssal shroud mask,https://drive.google.com/uc?export=view&id=1TkyJdWVuaWgDIQDUppVp7y1vwjqqmyo8,,legendary,,,,MASK,EQUIPS,Eyewear,,,,-
,F,,88mask,https://drive.google.com/uc?export=view&id=13IRgqsOKlq8LBzuUawV7N2bfr1nj5I2Q,pumpkin face mask (f),legendary,,,,MASK,EQUIPS,Eyewear,,,,-
,M,,87mask,https://drive.google.com/uc?export=view&id=1qFsWH2yhZ2NvkS_gjZ13WEAOcbDCfmS7,pumpkin face mask (m),legendary,,,,MASK,EQUIPS,Eyewear,,,,-
,M,,87hat,https://drive.google.com/uc?export=view&id=1ytMu01gY8IevXV_G2xnTv9QV1uXFtYW2,Pumpkin king tophat,legendary,,,,HAT,EQUIPS,Headgear,,,,-
,F,,88hat,https://drive.google.com/uc?export=view&id=1jlQrryBssm0JLlr83sDpBdhPyfLNLnob,Pumpkin Queen Moonhat,legendary,,,,HAT,EQUIPS,Headgear,,,,-
,F,,89abyssal shroud horn,https://drive.google.com/uc?export=view&id=1VFOFcxpL9uv1s5qvX4TqUqjpf-zhcI-o,Abyssal Shroud Horns (Female),legendary,,,,HORN,EQUIPS,Headgear,,,,-
,M,,90abyssal shroud horn,https://drive.google.com/uc?export=view&id=1WfprOMTxbmgzbUzFGp8W35X_G85gwXcU,Abyssal Shroud Horns (Male),legendary,,,,HORN,EQUIPS,Headgear,,,,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
-,#N/A,#N/A,,#N/A,,,,,,#N/A,#N/A,#N/A,,,#REF!,-
